country,year,gender,weighted_avg_hourly_earnings_usd,total_employment,population,hdi
Mexico,2016,M,16.961477206413246,183241.231,122251351,0.789
Mexico,2016,F,15.755951612881649,113780.04399999998,122251351,0.789
Mexico,2015,M,19.247530749945277,179935.252,121072306,0.789
Mexico,2015,F,18.198204640675705,110932.91000000002,121072306,0.789
Mexico,2014,M,22.07644188994504,176032.256,119784261,0.789
Mexico,2014,F,20.59514987831438,107712.86900000002,119784261,0.789
Mexico,2013,M,22.4240672461029,174100.212,118343573,0.789
Mexico,2013,F,21.046051940476467,108461.99900000001,118343573,0.789
Sweden,2022,M,287.04052532687626,16383.589999999997,10486941,0.959
Sweden,2022,F,256.865281344456,14536.102999999996,10486941,0.959
Sweden,2020,M,299.95736206841235,15746.127,10353442,0.959
Sweden,2020,F,270.09951482882303,14102.756,10353442,0.959
Sweden,2019,M,287.7246284785954,15854.290000000003,10278887,0.959
Sweden,2019,F,258.73436863850173,14380.975000000002,10278887,0.959
Sweden,2018,M,309.8181558815619,15697.637999999995,10175214,0.959
Sweden,2018,F,274.546444250621,14321.315999999999,10175214,0.959
Sweden,2017,M,304.5318026290638,15452.39,10057698,0.959
Sweden,2017,F,271.06535539384254,14096.039000000004,10057698,0.959
Sweden,2016,M,297.68774593917493,15058.191000000003,9923085,0.959
Sweden,2016,F,263.7704038877246,13826.111000000003,9923085,0.959
Sweden,2015,M,296.377851034336,14862.313000000002,9799186,0.959
Sweden,2015,F,260.9059309457431,13579.786,9799186,0.959
Sweden,2014,M,40.81165639208924,14696.951000000001,9696110,0.959
Sweden,2014,F,35.665015009215416,13363.039,9696110,0.959
Brazil,2023,M,34.50878951601612,331783.42400000006,211140729,0.786
Brazil,2023,F,27.683117136549978,250281.07900000006,211140729,0.786
Brazil,2022,M,29.578016795638376,327978.58900000004,210306415,0.786
Brazil,2022,F,24.258466439633494,246080.75799999997,210306415,0.786
Brazil,2021,M,25.624718182945486,310745.119,209550294,0.786
Brazil,2021,F,21.6409578288147,224256.25199999995,209550294,0.786
Brazil,2020,M,31.68270330325457,296138.0329999999,208660842,0.786
Brazil,2020,F,25.07381515323998,213640.02,208660842,0.786
Brazil,2019,M,37.14312930372785,314448.437,207455459,0.786
Brazil,2019,F,28.94431146410899,237225.409,207455459,0.786
Brazil,2018,M,36.49599715592462,308568.56600000005,206107261,0.786
Brazil,2018,F,29.621010665059785,231285.27799999996,206107261,0.786
Brazil,2017,M,38.88275062883582,304347.9479999999,204703445,0.786
Brazil,2017,F,31.249711662614203,226288.97499999998,204703445,0.786
Brazil,2016,M,32.46342745961331,305790.6390000001,203218114,0.786
Brazil,2016,F,26.568797698550647,223196.72799999997,203218114,0.786
Brazil,2015,M,30.42467962838188,311548.53800000006,201675532,0.786
Brazil,2015,F,24.782798215373305,227348.75799999997,201675532,0.786
Brazil,2014,M,40.58306396009854,312686.52599999995,200085127,0.786
Brazil,2014,F,32.66535025629045,226075.4319999999,200085127,0.786
Brazil,2013,M,38.820287162507036,309662.125,198478299,0.786
Brazil,2013,F,32.46155195345122,221750.3159999999,198478299,0.786
Denmark,2014,M,69.23337332367227,8285.725,5643475,0.962
Denmark,2014,F,58.3558031525057,7384.527999999999,5643475,0.962
Tonga,2023,M,35.232915193074206,106.57600000000001,104597,0.769
Tonga,2023,F,30.16035691779851,86.729,104597,0.769
Tonga,2021,M,38.02275324512089,120.23699999999997,105490,0.769
Tonga,2021,F,26.32276530973186,100.23399999999997,105490,0.769
Tonga,2018,M,42.730581619233945,111.97500000000001,105567,0.769
Tonga,2018,F,36.91364254979548,81.708,105567,0.769
Panama,2023,M,45.15,6590.923,4458759,0.839
Panama,2023,F,38.81999999999999,4698.013000000002,4458759,0.839
Panama,2022,M,28.23,6836.46,4400773,0.839
Panama,2022,F,31.43,4601.137,4400773,0.839
Panama,2021,M,54.49000000000001,6036.181000000001,4345405,0.839
Panama,2021,F,51.28,4132.431000000001,4345405,0.839
Panama,2020,M,49.25000000000001,5563.022999999999,4293261,0.839
Panama,2020,F,45.78,3970.0060000000017,4293261,0.839
Panama,2019,M,47.429999999999986,6501.405000000002,4234700,0.839
Panama,2019,F,35.940000000000005,4700.808,4234700,0.839
Panama,2018,M,40,6407.558,4167860,0.839
Panama,2018,F,38.269999999999996,4482.967999999999,4167860,0.839
Panama,2017,M,40.03,6193.226999999999,4098707,0.839
Panama,2017,F,36.18,4235.151,4098707,0.839
Panama,2016,M,42.120000000000005,6143.413999999999,4029086,0.839
Panama,2016,F,32.19,4199.812000000001,4029086,0.839
Panama,2015,M,36.58,6033.5470000000005,3960035,0.839
Panama,2015,F,30.4,4107.472000000001,3960035,0.839
Panama,2014,M,33.21,5937.292000000001,3892101,0.839
Panama,2014,F,28.61,3965.0369999999994,3892101,0.839
Panama,2013,M,34.02,5924.899000000001,3825329,0.839
Panama,2013,F,29.159999999999997,3842.782,3825329,0.839
Mauritius,2023,M,31.184151447321984,1934.9209999999996,1261041,0.806
Mauritius,2023,F,25.127893304703345,1336.2100000000003,1261041,0.806
Mauritius,2022,M,29.643226347824463,1876.8979999999995,1262523,0.806
Mauritius,2022,F,24.822795761470392,1190.3990000000006,1262523,0.806
Mauritius,2021,M,32.91580186190203,1725.1809999999994,1266334,0.806
Mauritius,2021,F,27.77070654416023,1131.373,1266334,0.806
Mauritius,2019,M,35.008088193492675,1997.904,1265985,0.806
Mauritius,2019,F,31.19510282553508,1249.3400000000001,1265985,0.806
Mauritius,2018,M,43.66329791701354,1981.6799999999998,1265577,0.806
Mauritius,2018,F,36.37807596704824,1221.459,1265577,0.806
Mauritius,2017,M,40.2904077052151,1997.3680000000004,1264887,0.806
Mauritius,2017,F,32.766353075775896,1210.6580000000001,1264887,0.806
Mauritius,2016,M,38.46757323402017,1982.0510000000004,1263747,0.806
Mauritius,2016,F,29.892338288207412,1186.792,1263747,0.806
Mauritius,2015,M,39.17539300618712,1964.7469999999996,1262879,0.806
Mauritius,2015,F,31.83442822627344,1203.6160000000002,1262879,0.806
Mauritius,2014,M,43.62016592853519,1963.1370000000004,1261208,0.806
Mauritius,2014,F,36.12480725761808,1163.741,1261208,0.806
Mauritius,2013,M,37.7087550143683,1953.209,1258927,0.806
Mauritius,2013,F,30.625029348592918,1142.5120000000002,1258927,0.806
Iraq,2021,M,33.93586206896551,45023.29099999999,43071211,0.695
Iraq,2021,F,37.329655172413794,5919.276999999998,43071211,0.695
Peru,2023,M,29.405745308873662,56487.68999999999,33845617,0.794
Peru,2023,F,25.47393886917324,46221.537,33845617,0.794
Peru,2022,M,25.56593558936029,56894.615,33475438,0.794
Peru,2022,F,21.988529813878156,46512.252000000015,33475438,0.794
Peru,2021,M,17.494924101452817,57262.691,33155882,0.794
Peru,2021,F,15.010742803205575,46486.479,33155882,0.794
Peru,2020,M,18.56397470803243,51670.043000000005,32838579,0.794
Peru,2020,F,16.22344892024412,40024.208000000006,32838579,0.794
Peru,2019,M,20.235129347162168,57735.20600000001,32449303,0.794
Peru,2019,F,15.797364418516059,47603.518,32449303,0.794
Peru,2018,M,18.745800956371678,56937.933000000005,31897584,0.794
Peru,2018,F,15.222405808266112,46919.22600000002,31897584,0.794
Peru,2017,M,17.751941208425677,56029.22899999998,31324637,0.794
Peru,2017,F,15.727704650450393,45963.590999999986,31324637,0.794
Peru,2016,M,17.647085382312827,55711.219,30866494,0.794
Peru,2016,F,13.860487813710442,45255.803,30866494,0.794
Peru,2015,M,17.34057264462086,54833.498,30457600,0.794
Peru,2015,F,14.175180173455008,43923.99699999999,30457600,0.794
Peru,2014,M,20.468156597556117,54453.80899999999,30115826,0.794
Peru,2014,F,17.01981288580127,44130.46200000001,30115826,0.794
Peru,2013,M,18.616535820344705,54062.09999999999,29817919,0.794
Peru,2013,F,15.30775191907469,43914.437,29817919,0.794
"United States of America",2023,M,270.38,499614.90900000004,336806231,0.938
"United States of America",2023,F,220.03000000000003,440997.83499999996,336806231,0.938
"United States of America",2022,M,244.23,492238.606,334017321,0.938
"United States of America",2022,F,207.29999999999998,433148.1849999999,334017321,0.938
"United States of America",2021,M,231.93,472487.56299999997,332099760,0.938
"United States of America",2021,F,188.75999999999996,419459.1040000001,332099760,0.938
"United States of America",2020,M,231.67000000000002,459491.08,331577720,0.938
"United States of America",2020,F,188.70999999999998,404956.63100000017,331577720,0.938
"United States of America",2019,M,207.26000000000002,487872.424,330226227,0.938
"United States of America",2019,F,173.20999999999995,432832,330226227,0.938
"United States of America",2018,M,200.82999999999998,483651.02999999985,328529577,0.938
"United States of America",2018,F,167.52999999999997,427154.84199999983,328529577,0.938
"United States of America",2017,M,199.48,476017.022,326608609,0.938
"United States of America",2017,F,166.23999999999998,420635.403,326608609,0.938
"United States of America",2016,M,189.26,471245.05500000005,324353340,0.938
"United States of America",2016,F,156.97,414417.5020000001,324353340,0.938
"United States of America",2015,M,185.48000000000002,462945.67399999994,321815121,0.938
"United States of America",2015,F,155.24,407556.136,321815121,0.938
"United States of America",2014,M,183.03,454587.1589999999,319257560,0.938
"United States of America",2014,F,151.67,401373.709,319257560,0.938
"United States of America",2013,M,183.05999999999997,446844.41900000005,316726282,0.938
"United States of America",2013,F,148.08999999999997,395446.4109999999,316726282,0.938
Indonesia,2023,M,10.66572948502774,494710.9670000001,281190067,0.728
Indonesia,2023,F,7.981258813547627,318241.728,281190067,0.728
Indonesia,2022,M,11.097343496299288,480459.5360000001,278830529,0.728
Indonesia,2022,F,9.604534200313918,309316.7520000001,278830529,0.728
Indonesia,2021,M,12.090262104899308,459487.06999999995,276758053,0.728
Indonesia,2021,F,10.52764852242472,303515.0319999999,276758053,0.728
Indonesia,2020,M,11.0324026375745,462610.0630000001,274814866,0.728
Indonesia,2020,F,8.80005002558124,303825.0619999999,274814866,0.728
Indonesia,2019,M,10.835109615812458,465551.64400000003,272489381,0.728
Indonesia,2019,F,8.450074005351459,305052.79199999996,272489381,0.728
Indonesia,2017,M,11.101052546086326,437470.5329999998,267346658,0.728
Indonesia,2017,F,8.859400772251565,281150.6679999999,267346658,0.728
Indonesia,2016,M,3.3957972833237275,428943.593,264627418,0.728
Indonesia,2016,F,2.632813314637846,270259.415,264627418,0.728
Indonesia,2015,M,6.055220672068198,425964.58,261799249,0.728
Indonesia,2015,F,4.7731510188727,263517.34700000007,261799249,0.728
Indonesia,2014,M,6.532484594201399,421690.03300000005,258877399,0.728
Indonesia,2014,F,4.853141554923222,259956.32399999996,258877399,0.728
Indonesia,2013,M,7.23806068879024,414561.15100000007,255852467,0.728
Indonesia,2013,F,5.675283236021733,255031.28099999993,255852467,0.728
France,2020,M,119.02825651361697,82142.96200000001,67601110,0.92
France,2020,F,106.80675814785839,77655.61600000001,67601110,0.92
France,2019,M,112.26090384313505,82632.221,67382061,0.92
France,2019,F,98.65928854901767,77969.29299999999,67382061,0.92
France,2018,M,113.39525203137045,82649.59399999998,67158348,0.92
France,2018,F,103.86494913725298,77320.347,67158348,0.92
France,2017,M,106.78876161176585,82192.05299999999,66918020,0.92
France,2017,F,95.15304549411867,76565.73900000002,66918020,0.92
France,2016,M,101.01597807782406,81497.91700000002,66724104,0.92
France,2016,F,93.02413760311563,76026.99399999998,66724104,0.92
France,2015,M,102.47461057812495,80916.17899999997,66548272,0.92
France,2015,F,93.7205538710937,75685.89800000003,66548272,0.92
France,2014,M,123.82955810587995,80933.71599999999,66312067,0.92
France,2014,F,112.01918613333116,75431.22200000001,66312067,0.92
France,2013,M,124.86965804706017,79585.285,65997932,0.92
France,2013,F,112.85018979215809,73271.096,65997932,0.92
Poland,2014,M,24.773804963742727,51801.210999999996,38011735,0.906
Poland,2014,F,19.923655047616514,42286.248,38011735,0.906
Yemen,2014,M,2397.6,22736.634,30226309,0.47
Yemen,2014,F,1773.6200000000001,1714.119,30226309,0.47
Norway,2018,M,466.64617276360286,8344.707000000002,5311916,0.97
Norway,2018,F,389.54810943744235,7446.0869999999995,5311916,0.97
Norway,2014,M,65.53504363924884,8131.1720000000005,5137232,0.97
Norway,2014,F,55.2615710129595,7300.482,5137232,0.97
Cambodia,2023,M,11.018216033814051,29419.388999999996,17423880,0.606
Cambodia,2023,F,9.452671484809937,27517.259000000002,17423880,0.606
Cambodia,2021,M,10.832579371682582,28288.455000000005,16974305,0.606
Cambodia,2021,F,9.077356986633083,26495.75900000001,16974305,0.606
Cambodia,2020,M,11.107018761430883,27371.077999999994,16725474,0.606
Cambodia,2020,F,8.786754165960836,26431.466000000004,16725474,0.606
Cambodia,2019,M,10.581360198824576,26079.666999999998,16481304,0.606
Cambodia,2019,F,9.905480041529872,24808.678999999993,16481304,0.606
Cambodia,2016,M,7.281506264103155,26794.336,15852803,0.606
Cambodia,2016,F,6.394933024828556,25144.739,15852803,0.606
Cambodia,2015,M,6.349392170118615,25915.569999999996,15623251,0.606
Cambodia,2015,F,5.836162497695287,24142.976000000006,15623251,0.606
Cambodia,2014,M,5.9631653250774,25663.499999999993,15396772,0.606
Cambodia,2014,F,4.853230959752322,23800.575,15396772,0.606
Cambodia,2013,M,4.391840586007822,24491.004000000004,15170208,0.606
Cambodia,2013,F,4.148150723198213,23469.559999999994,15170208,0.606
Paraguay,2023,M,21.84203246074032,10933.202000000001,6844146,0.756
Paraguay,2023,F,20.401060534966305,7936.8640000000005,6844146,0.756
Paraguay,2022,M,21.83205013618895,11822.831,6760464,0.756
Paraguay,2022,F,19.88394296238848,8470.655999999999,6760464,0.756
Paraguay,2021,M,22.01035549869098,11851.162999999997,6684182,0.756
Paraguay,2021,F,21.371271353615917,8335.029,6684182,0.756
Paraguay,2019,M,24.549575846235125,11540.273000000001,6515058,0.756
Paraguay,2019,F,22.165241179033693,8181.420000000002,6515058,0.756
Paraguay,2018,M,25.49601609306485,11357.051,6427382,0.756
Paraguay,2018,F,22.86199575145936,7938.510000000002,6427382,0.756
Paraguay,2017,M,24.903679889479427,11162.394000000006,6338660,0.756
Paraguay,2017,F,21.867011072017036,7555.799999999999,6338660,0.756
Paraguay,2016,M,21.4627955585281,10892.486000000003,6249126,0.756
Paraguay,2016,F,17.679756094413797,7298.048999999999,6249126,0.756
Paraguay,2015,M,23.321365391543218,11040.341999999997,6159103,0.756
Paraguay,2015,F,19.33575431986789,7890.294000000003,6159103,0.756
Paraguay,2014,M,25.728478891554897,10969.129999999997,6069811,0.756
Paraguay,2014,F,21.81281226833134,7502.2689999999975,6069811,0.756
Paraguay,2013,M,24.875365058937117,10745.585999999996,5982445,0.756
Paraguay,2013,F,20.427058278624273,7820.1720000000005,5982445,0.756
Spain,2021,M,295.6850775193751,63767.75000000002,47443821,0.918
Spain,2021,F,259.02012790697256,54102.832999999984,47443821,0.918
Spain,2020,M,282.1224389105018,62015.88800000001,47359424,0.918
Spain,2020,F,244.42996731517158,52205.08900000001,47359424,0.918
Spain,2019,M,270.91283137254374,63865.060000000005,47118501,0.918
Spain,2019,F,230.6117490196033,53710.784,47118501,0.918
Spain,2018,M,279.88621882352425,62640.57899999998,46782011,0.918
Spain,2018,F,222.01944784313315,52310.99900000001,46782011,0.918
Spain,2017,M,257.5673082352969,61080.58499999999,46571232,0.918
Spain,2017,F,203.342611764708,50909.45699999998,46571232,0.918
Spain,2016,M,249.05320038911256,59531.30299999998,46458139,0.918
Spain,2016,F,195.92185097276854,49647.91199999999,46458139,0.918
Spain,2015,M,252.96893906249986,58086.952,46422303,0.918
Spain,2015,F,198.60280742187493,48227.91999999999,46422303,0.918
Spain,2014,M,301.5696780392098,56220.35700000002,46460733,0.918
Spain,2014,F,236.4731396078385,47023.708999999995,46460733,0.918
Spain,2013,M,300.1546768627483,55440.65699999999,46604197,0.918
Spain,2013,F,236.40501098039474,46541.50200000001,46604197,0.918
Finland,2022,M,331.18379669260827,8000.902,5556106,0.948
Finland,2022,F,278.847279377433,7544.746000000002,5556106,0.948
Finland,2021,M,365.5377202325523,7875.714999999998,5541017,0.948
Finland,2021,F,307.25227775193304,7283.389000000002,5541017,0.948
Finland,2020,M,332.9501657587501,7752.240000000001,5529543,0.948
Finland,2020,F,284.13270406225274,7186.482,5529543,0.948
Finland,2017,M,320.4566593294153,7558.610999999999,5508214,0.948
Finland,2017,F,273.54100007059117,7033.812999999999,5508214,0.948
Finland,2016,M,311.6707094824997,7464.8629999999985,5495303,0.948
Finland,2016,F,266.2323367003971,6967.964999999998,5495303,0.948
Finland,2014,M,371.3691092470516,7393.873999999999,5461512,0.948
Finland,2014,F,316.55516688626835,7046.882999999998,5461512,0.948
Finland,2013,M,368.44650643921966,7441.254999999998,5438972,0.948
Finland,2013,F,313.98038565098375,7060.0869999999995,5438972,0.948
Ireland,2018,M,251.5433105882306,7177.761000000003,4898022,0.949
Ireland,2018,F,206.66703921568245,6104.538999999997,4898022,0.949
Ireland,2014,M,287.3414346392101,6342.002,4657740,0.949
Ireland,2014,F,242.22554800391686,5370.944000000002,4657740,0.949
Chile,2023,M,53.795644233242776,30425.661,19658835,0.878
Chile,2023,F,42.58356792597262,23049.616000000005,19658835,0.878
Chile,2022,M,46.90666943295138,30113.805,19553036,0.878
Chile,2022,F,36.94706943543914,22117.768999999997,19553036,0.878
Chile,2021,M,47.91414755404193,28718.400000000005,19456334,0.878
Chile,2021,F,41.05415268952248,20250.997999999992,19456334,0.878
Chile,2020,M,48.79170249515343,27273.516000000003,19370624,0.878
Chile,2020,F,39.301237247993896,19144.667999999994,19370624,0.878
Chile,2018,M,53.236043007320454,29855.322999999997,18893191,0.878
Chile,2018,F,40.2429332765039,21719.910999999993,18893191,0.878
Chile,2017,M,38.102069100009224,29279.195000000007,18558868,0.878
Chile,2017,F,29.50845072869793,21180.256,18558868,0.878
Chile,2016,M,35.15792601627046,28739.320999999996,18267221,0.878
Chile,2016,F,27.866687971131412,20513.151,18267221,0.878
Chile,2015,M,34.35430760147225,28573.677,18047625,0.878
Chile,2015,F,26.58760076053328,20101.13200000001,18047625,0.878
Chile,2014,M,37.29686426379019,28031.607,17864195,0.878
Chile,2014,F,29.001458288604606,19815.247000000007,17864195,0.878
Chile,2013,M,58.73529787920567,27883.464,17687006,0.878
Chile,2013,F,45.64419135461064,19299.992000000002,17687006,0.878
"Russian Federation",2021,M,67.00215262235021,213210.03600000002,144746762,0.832
"Russian Federation",2021,F,48.18452677947738,201353.27399999998,144746762,0.832
"Russian Federation",2019,M,56.44319078063659,213287.27599999995,145453291,0.832
"Russian Federation",2019,F,40.57916315838324,202402.35100000002,145453291,0.832
"Russian Federation",2017,M,55.53384366507691,214642.35,145293260,0.832
"Russian Federation",2017,F,39.88495500266481,203042.406,145293260,0.832
"Russian Federation",2015,M,43.84809711607122,213941.628,144640716,0.832
"Russian Federation",2015,F,32.442997005416466,202885.09999999995,144640716,0.832
Germany,2022,M,366.20819439688853,132458.14500000002,83797985,0.959
Germany,2022,F,296.2962953112852,116624.11399999999,83797985,0.959
Germany,2021,M,390.9311546899162,130403.71100000004,83196078,0.959
Germany,2021,F,323.4913022092971,114231.48599999999,83196078,0.959
Germany,2018,M,366.45018439215005,132175.476,82905782,0.959
Germany,2018,F,295.48662789803376,115108.11999999998,82905782,0.959
Germany,2014,M,377.7591980196005,125768.51800000003,80982500,0.959
Germany,2014,F,295.3522943686217,109811.815,80982500,0.959
"Republic of Moldova",2023,M,297.86,3852.474,2457783,0.785
"Republic of Moldova",2023,F,256.16999999999996,4451.660000000001,2457783,0.785
"Republic of Moldova",2022,M,253.06,4201.16,2528654,0.785
"Republic of Moldova",2022,F,211.38000000000002,4666.493,2528654,0.785
"Republic of Moldova",2021,M,222.57999999999998,4255.547,2595809,0.785
"Republic of Moldova",2021,F,192.04999999999998,4587.877,2595809,0.785
"Republic of Moldova",2020,M,206.43,4137.702,2635130,0.785
"Republic of Moldova",2020,F,180.95000000000002,4457.897999999999,2635130,0.785
"Republic of Moldova",2019,M,190.20000000000002,4071.538,2664224,0.785
"Republic of Moldova",2019,F,159.74,4549.076999999999,2664224,0.785
"Republic of Moldova",2018,M,149.98000000000002,4021.2319999999995,2707203,0.785
"Republic of Moldova",2018,F,129.59,4512.616,2707203,0.785
"Republic of Moldova",2017,M,131.4,4220.750999999999,2755189,0.785
"Republic of Moldova",2017,F,117.66000000000001,4633.571,2755189,0.785
"Republic of Moldova",2016,M,125.21999999999998,4394.508000000001,2803186,0.785
"Republic of Moldova",2016,F,112.96000000000002,4854.728000000001,2803186,0.785
"Republic of Moldova",2015,M,123.26999999999998,4454.919999999998,2835978,0.785
"Republic of Moldova",2015,F,104.47000000000001,4897.707000000001,2835978,0.785
"Republic of Moldova",2014,M,110.55,4395.833999999999,2857815,0.785
"Republic of Moldova",2014,F,97.5,4958.482,2857815,0.785
"Republic of Moldova",2013,M,103.17,5230.641,2859558,0.785
"Republic of Moldova",2013,F,94.16,5893.789999999997,2859558,0.785
Pakistan,2021,M,7.258407659618417,278769.14799999987,239477801,0.544
Pakistan,2021,F,6.613742414520884,80863.83099999999,239477801,0.544
Pakistan,2019,M,7.41934013620537,266864.456,230800899,0.544
Pakistan,2019,F,5.7922000700413365,77768.511,230800899,0.544
Pakistan,2018,M,8.069341379514809,273969.356,226928892,0.544
Pakistan,2018,F,6.1935215837316,74729.09800000001,226928892,0.544
Pakistan,2016,M,13.477253984599239,211215.45600000003,220138869,0.544
Pakistan,2016,F,11.186502599114949,65964.37600000002,220138869,0.544
Pakistan,2015,M,8.393851455114905,249363.68299999993,217290883,0.544
Pakistan,2015,F,6.302272944888098,72956.962,217290883,0.544
Pakistan,2014,M,7.84964694269613,244786.42600000006,214264647,0.544
Pakistan,2014,F,5.482883434066681,71879.58899999999,214264647,0.544
Pakistan,2013,M,7.715521924604434,244220.597,211073978,0.544
Pakistan,2013,F,5.388526337258489,68312.64499999996,211073978,0.544
