country,year,gender,avg_hourly_earnings_usd
Mexico,2021,M,3.4037232050623873
Mexico,2021,F,3.1298698682815655
Mexico,2020,A,3.1594016614997766
Mexico,2020,M,3.199195740714817
Mexico,2020,F,3.1326395614428777
Mexico,2019,A,2.903657842324662
Mexico,2019,M,3.0274662619893498
Mexico,2019,F,2.7630647731736357
Mexico,2018,A,2.8055865771800406
Mexico,2018,M,2.897908086402881
Mexico,2018,F,2.698368914499106
Mexico,2017,A,2.7766158766668583
Mexico,2017,M,2.860801115894714
Mexico,2017,F,2.6822156920933633
Mexico,2016,A,2.7336855551690977
Mexico,2016,M,2.826912867735541
Mexico,2016,F,2.625991935480275
Mexico,2015,A,3.1240009422691792
Mexico,2015,M,3.207921791657546
Mexico,2015,F,3.0330341067792843
Mexico,2014,A,3.5589125155006536
Mexico,2014,M,3.679406981657507
Mexico,2014,F,3.4325249797190636
Mexico,2013,A,3.6261637606768358
Mexico,2013,M,3.73734454101715
Mexico,2013,F,3.5076753234127445
Sweden,2022,A,45.61550370911746
Sweden,2022,M,47.840087554479375
Sweden,2022,F,42.810880224075994
Sweden,2020,A,47.85036694281576
Sweden,2020,M,49.992893678068725
Sweden,2020,F,45.01658580480384
Sweden,2019,A,45.85542984553592
Sweden,2019,M,47.95410474643256
Sweden,2019,F,43.12239477308362
Sweden,2018,A,49.115033982288615
Sweden,2018,M,51.63635931359365
Sweden,2018,F,45.757740708436835
Sweden,2017,A,48.38656378486297
Sweden,2017,M,50.7553004381773
Sweden,2017,F,45.17755923230709
Sweden,2016,A,47.15997738065227
Sweden,2016,M,49.61462432319582
Sweden,2016,F,43.96173398128744
Sweden,2015,A,46.821669920861005
Sweden,2015,M,49.396308505722665
Sweden,2015,F,43.48432182429051
Sweden,2014,A,6.421762718600472
Sweden,2014,M,6.801942732014873
Sweden,2014,F,5.94416916820257
Brazil,2023,A,5.1567964838119815
Brazil,2023,M,5.75146491933602
Brazil,2023,F,4.613852856091663
Brazil,2022,A,4.460715050985532
Brazil,2022,M,4.929669465939729
Brazil,2022,F,4.043077739938916
Brazil,2021,A,3.9318546817642606
Brazil,2021,M,4.270786363824247
Brazil,2021,F,3.6068263048024503
Brazil,2020,A,4.72890162265255
Brazil,2020,M,5.280450550542429
Brazil,2020,F,4.178969192206663
Brazil,2019,A,5.489540371692855
Brazil,2019,M,6.190521550621308
Brazil,2019,F,4.824051910684831
Brazil,2018,A,5.48420664674018
Brazil,2018,M,6.082666192654103
Brazil,2018,F,4.9368351108432975
Brazil,2017,A,5.8146042590251446
Brazil,2017,M,6.480458438139304
Brazil,2017,F,5.208285277102367
Brazil,2016,A,4.886890578555105
Brazil,2016,M,5.410571243268884
Brazil,2016,F,4.428132949758441
Brazil,2015,A,4.586846582978734
Brazil,2015,M,5.070779938063647
Brazil,2015,F,4.130466369228884
Brazil,2014,A,6.091638741523503
Brazil,2014,M,6.763843993349757
Brazil,2014,F,5.444225042715075
Brazil,2013,A,5.932809716691387
Brazil,2013,M,6.470047860417839
Brazil,2013,F,5.410258658908536
Denmark,2014,A,10.813130293275677
Denmark,2014,M,11.538895553945379
Denmark,2014,F,9.725967192084283
Tonga,2023,A,5.492803581373039
Tonga,2023,M,5.872152532179034
Tonga,2023,F,5.026726152966418
Tonga,2021,A,5.454107583465631
Tonga,2021,M,6.3371255408534815
Tonga,2021,F,4.387127551621976
Tonga,2018,A,6.890755261990448
Tonga,2018,M,7.1217636032056575
Tonga,2018,F,6.1522737582992475
Panama,2023,A,6.936666666666667
Panama,2023,M,7.5249999999999995
Panama,2023,F,6.469999999999999
Panama,2022,A,4.915
Panama,2022,M,4.705
Panama,2022,F,5.238333333333333
Panama,2021,A,8.786666666666667
Panama,2021,M,9.081666666666667
Panama,2021,F,8.546666666666667
Panama,2020,A,7.850000000000001
Panama,2020,M,8.208333333333334
Panama,2020,F,7.63
Panama,2019,A,6.873333333333332
Panama,2019,M,7.9049999999999985
Panama,2019,F,5.990000000000001
Panama,2018,A,6.496666666666666
Panama,2018,M,6.666666666666667
Panama,2018,F,6.378333333333333
Panama,2017,A,6.303333333333334
Panama,2017,M,6.671666666666667
Panama,2017,F,6.03
Panama,2016,A,6.133333333333333
Panama,2016,M,7.0200000000000005
Panama,2016,F,5.364999999999999
Panama,2015,A,5.513333333333333
Panama,2015,M,6.096666666666667
Panama,2015,F,5.066666666666666
Panama,2014,A,5.131666666666667
Panama,2014,M,5.535
Panama,2014,F,4.7683333333333335
Panama,2013,A,5.239999999999999
Panama,2013,M,5.670000000000001
Panama,2013,F,4.86
Mauritius,2023,A,4.8129376902015375
Mauritius,2023,M,5.197358574553664
Mauritius,2023,F,4.187982217450558
Mauritius,2022,A,4.576406378579283
Mauritius,2022,M,4.9405377246374105
Mauritius,2022,F,4.137132626911732
Mauritius,2021,A,5.079175607868474
Mauritius,2021,M,5.485966976983672
Mauritius,2021,F,4.628451090693372
Mauritius,2019,A,5.542444574849495
Mauritius,2019,M,5.834681365582113
Mauritius,2019,F,5.1991838042558465
Mauritius,2018,A,6.754345510241067
Mauritius,2018,M,7.277216319502256
Mauritius,2018,F,6.063012661174707
Mauritius,2017,A,6.184153827823647
Mauritius,2017,M,6.715067950869184
Mauritius,2017,F,5.46105884596265
Mauritius,2016,A,5.835462667753966
Mauritius,2016,M,6.411262205670028
Mauritius,2016,F,4.982056381367902
Mauritius,2015,A,6.057425066630155
Mauritius,2015,M,6.529232167697853
Mauritius,2015,F,5.30573803771224
Mauritius,2014,A,6.769074352159714
Mauritius,2014,M,7.270027654755864
Mauritius,2014,F,6.020801209603014
Mauritius,2013,A,5.8249865708982
Mauritius,2013,M,6.284792502394716
Mauritius,2013,F,5.104171558098819
Iraq,2021,A,5.799885057471265
Iraq,2021,M,5.655977011494252
Iraq,2021,F,6.221609195402299
Peru,2023,A,4.6009080111304295
Peru,2023,M,4.900957551478944
Peru,2023,F,4.2456564781955395
Peru,2022,A,4.01024058505213
Peru,2022,M,4.260989264893381
Peru,2022,F,3.6647549689796928
Peru,2021,A,3.273243864142785
Peru,2021,M,3.4989848202905636
Peru,2021,F,3.002148560641115
Peru,2020,A,3.503921613356429
Peru,2020,M,3.712794941606486
Peru,2020,F,3.2446897840488242
Peru,2019,A,3.61373700469089
Peru,2019,M,4.047025869432433
Peru,2019,F,3.159472883703212
Peru,2018,A,3.436375198851837
Peru,2018,M,3.7491601912743358
Peru,2018,F,3.0444811616532226
Peru,2017,A,3.367593546449791
Peru,2017,M,3.5503882416851353
Peru,2017,F,3.1455409300900787
Peru,2016,A,3.1655718640804276
Peru,2016,M,3.5294170764625656
Peru,2016,F,2.7720975627420885
Peru,2015,A,3.1647644171041107
Peru,2015,M,3.468114528924172
Peru,2015,F,2.8350360346910017
Peru,2014,A,3.753375954285975
Peru,2014,M,4.093631319511223
Peru,2014,F,3.4039625771602537
Peru,2013,A,3.419816918091155
Peru,2013,M,3.723307164068941
Peru,2013,F,3.061550383814938
"United States of America",2023,A,40.89
"United States of America",2023,M,45.06333333333333
"United States of America",2023,F,36.67166666666667
"United States of America",2022,A,37.666666666666664
"United States of America",2022,M,40.705
"United States of America",2022,F,34.55
"United States of America",2021,A,35.05166666666667
"United States of America",2021,M,38.655
"United States of America",2021,F,31.459999999999997
"United States of America",2020,A,35.06666666666666
"United States of America",2020,M,38.61166666666667
"United States of America",2020,F,31.451666666666664
"United States of America",2019,A,31.820000000000004
"United States of America",2019,M,34.54333333333334
"United States of America",2019,F,28.86833333333333
"United States of America",2018,A,30.825
"United States of America",2018,M,33.471666666666664
"United States of America",2018,F,27.921666666666663
"United States of America",2017,A,30.64833333333333
"United States of America",2017,M,33.24666666666666
"United States of America",2017,F,27.706666666666663
"United States of America",2016,A,29.028333333333336
"United States of America",2016,M,31.543333333333333
"United States of America",2016,F,26.161666666666665
"United States of America",2015,A,28.513333333333335
"United States of America",2015,M,30.913333333333338
"United States of America",2015,F,25.873333333333335
"United States of America",2014,A,28.014999999999997
"United States of America",2014,M,30.505
"United States of America",2014,F,25.278333333333332
"United States of America",2013,A,27.755
"United States of America",2013,M,30.51
"United States of America",2013,F,24.68166666666666
Indonesia,2023,A,1.598456675376724
Indonesia,2023,M,1.7776215808379565
Indonesia,2023,F,1.3302098022579378
Indonesia,2022,A,1.714518547412539
Indonesia,2022,M,1.8495572493832146
Indonesia,2022,F,1.6007557000523196
Indonesia,2021,A,1.8897377735872354
Indonesia,2021,M,2.0150436841498847
Indonesia,2021,F,1.7546080870707865
Indonesia,2020,A,1.687164658457151
Indonesia,2020,M,1.8387337729290831
Indonesia,2020,F,1.4666750042635401
Indonesia,2019,A,1.6477888414211295
Indonesia,2019,M,1.8058516026354097
Indonesia,2019,F,1.4083456675585764
Indonesia,2017,A,1.6990926628673002
Indonesia,2017,M,1.8501754243477209
Indonesia,2017,F,1.4765667953752608
Indonesia,2016,A,1.0238141530481666
Indonesia,2016,M,1.131932427774576
Indonesia,2016,F,0.8776044382126154
Indonesia,2015,A,1.0945034012687724
Indonesia,2015,M,1.2110441344136398
Indonesia,2015,F,0.95463020377454
Indonesia,2014,A,1.1537765032699623
Indonesia,2014,M,1.30649691884028
Indonesia,2014,F,0.9706283109846444
Indonesia,2013,A,1.312154964421044
Indonesia,2013,M,1.447612137758048
Indonesia,2013,F,1.1350566472043466
France,2020,A,18.842428477301933
France,2020,M,19.838042752269494
France,2020,F,17.801126357976397
France,2019,A,17.63172352941142
France,2019,M,18.71015064052251
France,2019,F,16.443214758169614
France,2018,A,18.14733430065326
France,2018,M,18.899208671895074
France,2018,F,17.31082485620883
France,2017,A,16.918858419608025
France,2017,M,17.79812693529431
France,2017,F,15.858840915686445
France,2016,A,16.245648019455743
France,2016,M,16.83599634630401
France,2016,F,15.504022933852605
France,2015,A,16.41709240494791
France,2015,M,17.079101763020827
France,2015,F,15.62009231184895
France,2014,A,19.768091670587854
France,2014,M,20.638259684313326
France,2014,F,18.669864355555195
France,2013,A,19.90848940784335
France,2013,M,20.811609674510027
France,2013,F,18.808364965359683
Poland,2014,A,3.762828725778965
Poland,2014,M,4.128967493957121
Poland,2014,F,3.3206091746027524
Yemen,2014,A,468.00999999999993
Yemen,2014,M,479.52
Yemen,2014,F,354.72400000000005
Norway,2018,A,72.54841684598831
Norway,2018,M,77.77436212726714
Norway,2018,F,64.92468490624039
Norway,2014,A,10.23591642422639
Norway,2014,M,10.92250727320814
Norway,2014,F,9.210261835493249
Cambodia,2023,A,1.734926407057462
Cambodia,2023,M,1.8363693389690086
Cambodia,2023,F,1.5754452474683227
Cambodia,2021,A,1.6938548942700409
Cambodia,2021,M,1.8054298952804304
Cambodia,2021,F,1.5128928311055139
Cambodia,2020,A,1.695278728936376
Cambodia,2020,M,1.8511697935718139
Cambodia,2020,F,1.4644590276601395
Cambodia,2019,A,1.722873271459891
Cambodia,2019,M,1.7635600331374295
Cambodia,2019,F,1.6509133402549787
Cambodia,2016,A,1.1305084046580243
Cambodia,2016,M,1.2135843773505257
Cambodia,2016,F,1.0658221708047593
Cambodia,2015,A,1.0202823018458198
Cambodia,2015,M,1.0582320283531026
Cambodia,2015,F,0.9726937496158811
Cambodia,2014,A,0.925368008255934
Cambodia,2014,M,0.9938608875128999
Cambodia,2014,F,0.808871826625387
Cambodia,2013,A,0.7177722598133548
Cambodia,2013,M,0.7319734310013036
Cambodia,2013,F,0.6913584538663687
Paraguay,2023,A,3.5128043787686303
Paraguay,2023,M,3.64033874345672
Paraguay,2023,F,3.400176755827717
Paraguay,2022,A,3.4806279842771475
Paraguay,2022,M,3.6386750226981586
Paraguay,2022,F,3.3139904937314135
Paraguay,2021,A,3.5703927722674664
Paraguay,2021,M,3.6683925831151636
Paraguay,2021,F,3.561878558935986
Paraguay,2019,A,3.910776887657434
Paraguay,2019,M,4.091595974372521
Paraguay,2019,F,3.694206863172282
Paraguay,2018,A,4.019334977116927
Paraguay,2018,M,4.249336015510808
Paraguay,2018,F,3.810332625243227
Paraguay,2017,A,3.9146124181690993
Paraguay,2017,M,4.150613314913238
Paraguay,2017,F,3.6445018453361726
Paraguay,2016,A,3.265429230311682
Paraguay,2016,M,3.5771325930880167
Paraguay,2016,F,2.946626015735633
Paraguay,2015,A,3.5605815502746143
Paraguay,2015,M,3.8868942319238697
Paraguay,2015,F,3.2226257199779815
Paraguay,2014,A,3.955153254836332
Paraguay,2014,M,4.28807981525915
Paraguay,2014,F,3.6354687113885564
Paraguay,2013,A,3.812455323393436
Paraguay,2013,M,4.145894176489519
Paraguay,2013,F,3.4045097131040456
Spain,2021,A,46.71824224806125
Spain,2021,M,49.280846253229186
Spain,2021,F,43.17002131782876
Spain,2020,A,44.35528223086836
Spain,2020,M,47.02040648508363
Spain,2020,F,40.73832788586193
Spain,2019,A,42.35345228758087
Spain,2019,M,45.15213856209062
Spain,2019,F,38.43529150326722
Spain,2018,A,44.08896836601226
Spain,2018,M,46.64770313725404
Spain,2018,F,37.00324130718886
Spain,2017,A,40.291961960784754
Spain,2017,M,42.92788470588281
Spain,2017,F,33.89043529411801
Spain,2016,A,39.110576653697684
Spain,2016,M,41.508866731518765
Spain,2016,F,32.653641828794754
Spain,2015,A,39.57262643229165
Spain,2015,M,42.161489843749976
Spain,2015,F,33.10046790364582
Spain,2014,A,46.94036104575073
Spain,2014,M,50.261613006534965
Spain,2014,F,39.412189934639756
Spain,2013,A,46.041425359477614
Spain,2013,M,50.02577947712472
Spain,2013,F,39.40083516339912
Finland,2022,A,51.353671919585146
Finland,2022,M,55.19729944876804
Finland,2022,F,46.474546562905495
Finland,2021,A,56.66508825581305
Finland,2021,M,60.922953372092046
Finland,2021,F,51.208712958655504
Finland,2020,A,51.756713016860466
Finland,2020,M,55.491694293125015
Finland,2020,F,47.35545067704212
Finland,2017,A,49.84341630784368
Finland,2017,M,53.40944322156921
Finland,2017,F,45.59016667843186
Finland,2016,A,48.53585665953454
Finland,2016,M,51.945118247083286
Finland,2016,F,44.37205611673286
Finland,2014,A,57.763214101959655
Finland,2014,M,61.894851541175264
Finland,2014,F,52.75919448104472
Finland,2013,A,57.41011577516401
Finland,2013,M,61.40775107320328
Finland,2013,F,52.330064275163956
Ireland,2018,A,54.520733202613364
Ireland,2018,M,50.30866211764612
Ireland,2018,F,41.33340784313649
Ireland,2014,A,65.71429129607715
Ireland,2014,M,57.468286927842016
Ireland,2014,F,48.44510960078337
Chile,2023,A,8.103810572164585
Chile,2023,M,8.965940705540463
Chile,2023,F,7.097261320995437
Chile,2022,A,7.058942902583362
Chile,2022,M,7.81777823882523
Chile,2022,F,6.157844905906523
Chile,2021,A,7.422274297539654
Chile,2021,M,7.985691259006988
Chile,2021,F,6.84235878158708
Chile,2020,A,7.355073248120427
Chile,2020,M,8.131950415858904
Chile,2020,F,6.550206207998983
Chile,2019,A,11.073877567560201
Chile,2018,A,7.849309217856977
Chile,2018,M,8.872673834553408
Chile,2018,F,6.707155546083983
Chile,2017,A,6.753979293296976
Chile,2017,M,7.620413820001846
Chile,2017,F,5.901690145739587
Chile,2016,A,6.3178301572993085
Chile,2016,M,7.0315852032540915
Chile,2016,F,5.573337594226283
Chile,2015,A,6.104899813546934
Chile,2015,M,6.87086152029445
Chile,2015,F,5.317520152106657
Chile,2014,A,6.635304350902707
Chile,2014,M,7.4593728527580385
Chile,2014,F,5.800291657720922
Chile,2013,A,8.77173008272331
Chile,2013,M,9.789216313200944
Chile,2013,F,7.60736522576844
"Russian Federation",2021,A,9.38618470373214
"Russian Federation",2021,M,11.167025437058369
"Russian Federation",2021,F,8.03075446324623
"Russian Federation",2019,A,7.875374958856383
"Russian Federation",2019,M,9.407198463439432
"Russian Federation",2019,F,6.763193859730539
"Russian Federation",2017,A,7.747313992782332
"Russian Federation",2017,M,9.255640610846152
"Russian Federation",2017,F,6.647492500444135
"Russian Federation",2015,A,6.200326606919503
"Russian Federation",2015,M,7.308016186011869
"Russian Federation",2015,F,5.407166167569411
Germany,2022,A,57.617556235408784
Germany,2022,M,61.034699066148086
Germany,2022,F,49.382715885214196
Germany,2021,A,61.8592894509034
Germany,2021,M,65.15519244831937
Germany,2021,F,53.91521703488285
Germany,2018,A,56.750768968626396
Germany,2018,M,61.075030732025006
Germany,2018,F,49.24777131633896
Germany,2014,A,58.1551218333322
Germany,2014,M,62.95986633660008
Germany,2014,F,49.225382394770286
"Republic of Moldova",2023,A,44.98
"Republic of Moldova",2023,M,49.64333333333334
"Republic of Moldova",2023,F,42.69499999999999
"Republic of Moldova",2022,A,37.781666666666666
"Republic of Moldova",2022,M,42.17666666666667
"Republic of Moldova",2022,F,35.230000000000004
"Republic of Moldova",2021,A,33.86333333333333
"Republic of Moldova",2021,M,37.096666666666664
"Republic of Moldova",2021,F,32.00833333333333
"Republic of Moldova",2020,A,31.64833333333333
"Republic of Moldova",2020,M,34.405
"Republic of Moldova",2020,F,30.158333333333335
"Republic of Moldova",2019,A,28.503333333333334
"Republic of Moldova",2019,M,31.700000000000003
"Republic of Moldova",2019,F,26.623333333333335
"Republic of Moldova",2018,A,22.99333333333333
"Republic of Moldova",2018,M,24.99666666666667
"Republic of Moldova",2018,F,21.598333333333333
"Republic of Moldova",2017,A,20.57166666666667
"Republic of Moldova",2017,M,21.900000000000002
"Republic of Moldova",2017,F,19.61
"Republic of Moldova",2016,A,19.663333333333334
"Republic of Moldova",2016,M,20.87
"Republic of Moldova",2016,F,18.826666666666668
"Republic of Moldova",2015,A,18.705000000000002
"Republic of Moldova",2015,M,20.544999999999998
"Republic of Moldova",2015,F,17.41166666666667
"Republic of Moldova",2014,A,17.18
"Republic of Moldova",2014,M,18.425
"Republic of Moldova",2014,F,16.25
"Republic of Moldova",2013,A,16.26666666666667
"Republic of Moldova",2013,M,17.195
"Republic of Moldova",2013,F,15.693333333333333
Pakistan,2021,A,1.1780087969952573
Pakistan,2021,M,1.2097346099364028
Pakistan,2021,F,1.1022904024201472
Pakistan,2019,A,1.18039248604334
Pakistan,2019,M,1.2365566893675617
Pakistan,2019,F,0.9653666783402227
Pakistan,2018,A,1.2791943997995905
Pakistan,2018,M,1.3448902299191348
Pakistan,2018,F,1.0322535972886
Pakistan,2017,A,2.6970546315803836
Pakistan,2017,M,2.7795383446686053
Pakistan,2017,F,2.199023061004407
Pakistan,2016,A,2.195303411089111
Pakistan,2016,M,2.2462089974332065
Pakistan,2016,F,1.8644170998524914
Pakistan,2015,A,1.3217958819688727
Pakistan,2015,M,1.3989752425191508
Pakistan,2015,F,1.0503788241480163
Pakistan,2014,A,1.2357226251208822
Pakistan,2014,M,1.308274490449355
Pakistan,2014,F,0.9138139056777802
Pakistan,2013,A,1.2096460845294674
Pakistan,2013,M,1.2859203207674057
Pakistan,2013,F,0.8980877228764149
